mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
50	49	145	148	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	578							
50	49	581/4	593/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	579							
50	49	291/2	297/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	580							
50	49	583/4	595/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	581							
50	49	146	149	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	582							
50	49	585/4	597/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	583							
50	49	293/2	299/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	584							
50	49	587/4	599/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	585							
51	50	148	151	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	586	articStaccatissimoAbove						
51	50	149	152	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	587	articStaccatissimoAbove						
51	50	147	150	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	588	articStaccatissimoAbove						
51	50	149	152	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	589	articStaccatissimoAbove						
52	51	150	153	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	590							5
52	51	152	155	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	591	ornamentTurn						
52	51	150	153	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	592							
52	51	151	154	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	593							
53	52	153	156	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	594							
53	52	613/4	625/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	595							
53	52	307/2	313/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	596							
53	52	615/4	627/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	597							
53	52	154	157	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	598							
53	52	617/4	629/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	599							
53	52	309/2	315/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	600							
53	52	619/4	631/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	601							
53	52	155	158	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	602							
53	52	621/4	633/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	603							
53	52	311/2	317/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	604							
53	52	623/4	635/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	605							
54	53	156	159	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	606							
54	53	625/4	637/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	607							
54	53	313/2	319/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	608							
54	53	627/4	639/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	609							
54	53	157	160	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	610							
54	53	629/4	641/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	611							
54	53	315/2	321/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	612							
54	53	631/4	643/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	613							
54	53	158	161	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	614							
54	53	633/4	645/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	615							
54	53	317/2	323/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	616							
54	53	635/4	647/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	617							
55	54	159	162	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	618							
55	54	637/4	649/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	619							
55	54	319/2	325/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	620							
55	54	639/4	651/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	621							
55	54	160	163	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	622							
55	54	641/4	653/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	623							
55	54	321/2	327/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	624							
55	54	643/4	655/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	625							
55	54	161	164	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	626							
55	54	645/4	657/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	627							
55	54	323/2	329/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	628							
55	54	647/4	659/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	629							
56	55	162	165	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	630							
56	55	649/4	661/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	631							
56	55	325/2	331/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	632							
56	55	651/4	663/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	633							
56	55	163	166	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	634							
56	55	653/4	665/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	635							
56	55	327/2	333/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	636							
56	55	655/4	667/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	637							
56	55	164	167	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	638							
56	55	657/4	669/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	639							
56	55	329/2	335/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	640							
56	55	659/4	671/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	641							
57	56	165	168	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	642							
57	56	661/4	673/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	643							
57	56	331/2	337/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	644							
57	56	663/4	675/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	645							
57	56	166	169	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	646							
57	56	665/4	677/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	647							
57	56	333/2	339/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	648							
57	56	667/4	679/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	649							
57	56	167	170	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	650							
57	56	669/4	681/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	651							
57	56	335/2	341/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	652							
57	56	671/4	683/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	653							
58	57	168	171	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	654							
58	57	673/4	685/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	655							
58	57	337/2	343/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	656							
58	57	675/4	687/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	657							
58	57	169	172	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	658							
58	57	677/4	689/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	659							
58	57	339/2	345/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	660							
58	57	679/4	691/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	661							
58	57	170	173	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	662							
58	57	681/4	693/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	663							
58	57	341/2	347/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	664							
58	57	683/4	695/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	665							
59	58	171	174	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	666							
59	58	685/4	697/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	667							
59	58	343/2	349/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	668							
59	58	687/4	699/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	669							
59	58	172	175	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	670							
59	58	689/4	701/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	671							
59	58	345/2	351/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	672							
59	58	691/4	703/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	673							
59	58	173	176	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	674							
59	58	693/4	705/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	675							
59	58	347/2	353/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	676							
59	58	695/4	707/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	677							
60	59	174	177	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	678							
60	59	697/4	709/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	679							
60	59	349/2	355/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	680							
60	59	699/4	711/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	681							
60	59	175	178	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	682							
60	59	701/4	713/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	683							
60	59	351/2	357/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	684							
60	59	703/4	715/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	685							
60	59	176	179	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	686							
60	59	705/4	717/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	687							
60	59	353/2	359/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	688							
60	59	707/4	719/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	689							
61	60	709/4	721/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	690							
61	60	355/2	361/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	691							
61	60	711/4	723/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	692							
61	60	178	181	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	693							
61	60	713/4	725/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	694							
61	60	357/2	363/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	695							
61	60	715/4	727/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	696							
61	60	179	182	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	697							
61	60	717/4	729/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	698							
61	60	359/2	365/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	699							
61	60	719/4	731/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	700							
61	60	177	180	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	701							
61	60	178	181	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	702							
62	61	180	183	0.0		0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	703							
62	61	180	183	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	704	ornamentTurn						6
62	61	181	184	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	705							
62	61	180	183	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	706							
62	61	361/2	367/2	1.0		1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	707							
62	61	363/2	369/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	708							
62	61	182	185	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	709							
62	61	365/2	371/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	710							
63	62	733/4	745/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	711							
63	62	367/2	373/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	712							
63	62	735/4	747/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	713							
63	62	184	187	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	714							
63	62	737/4	749/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	715							
63	62	369/2	375/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	716							
63	62	739/4	751/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	717							
63	62	185	188	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	718							
63	62	741/4	753/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	719							
63	62	371/2	377/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	720							
63	62	743/4	755/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	721							
63	62	183	186	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	722							
64	63	186	189	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	723							
64	63	745/4	757/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	724							
64	63	373/2	379/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	725							
64	63	747/4	759/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	726							
64	63	187	190	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	727							
64	63	749/4	761/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	728							
64	63	375/2	381/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	729							
64	63	751/4	763/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	730							
64	63	188	191	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	731							
64	63	753/4	765/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	732							
64	63	377/2	383/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	733							
64	63	755/4	767/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	734							
64	63	186	189	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	735							
65	64	189	192	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	736							
65	64	757/4	769/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	737							
65	64	379/2	385/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	738							
65	64	759/4	771/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	739							
65	64	190	193	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	740							
65	64	761/4	773/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	741							
65	64	381/2	387/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	742							
65	64	763/4	775/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	743							
65	64	191	194	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	744							
65	64	765/4	777/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	745							
65	64	383/2	389/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	746							
65	64	767/4	779/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	747							
65	64	189	192	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	748							
66	65	192	195	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	749							
66	65	769/4	781/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	750							
66	65	385/2	391/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	751							
66	65	771/4	783/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	752							
66	65	193	196	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	753							
66	65	773/4	785/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	754							
66	65	387/2	393/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	755							
66	65	775/4	787/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	756							
66	65	194	197	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	757							
66	65	777/4	789/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	758							
66	65	389/2	395/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	759							
66	65	779/4	791/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	760							
66	65	192	195	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	761							
67	66	195	198	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	762							
67	66	781/4	793/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	763							
67	66	391/2	397/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	764							
67	66	783/4	795/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	765							
67	66	196	199	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	766							
67	66	785/4	797/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	767							
67	66	393/2	399/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	768							
67	66	787/4	799/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	769							
67	66	197	200	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	770							
67	66	789/4	801/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	771							
67	66	395/2	401/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	772							
67	66	791/4	803/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	773							
67	66	195	198	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	774							
68	67	198	201	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	775							
68	67	793/4	805/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	776							
68	67	397/2	403/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	777							
68	67	795/4	807/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	778							
68	67	199	202	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	779							
68	67	797/4	809/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	780							
68	67	399/2	405/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	781							
68	67	799/4	811/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	782							
68	67	200	203	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	783							
68	67	801/4	813/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	784							
68	67	401/2	407/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	785							
68	67	803/4	815/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	786							
68	67	198	201	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	787							
69	68	201	204	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	788	articStaccatissimoBelow						
69	68	807/4	819/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	789							
69	68	202	205	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	790							7
69	68	203	206	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	791	ornamentTurn						
69	68	201	204	0.75		0	0	Chord	3/4	2	1	3/16		1/8	3/2	792	articStaccatissimoAbove						
69	68	807/4	819/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	793							
69	68	202	205	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	794							
69	68	203	206	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	795							
70	69		207	1.0	1	0	0	Chord	3/4	1	1	1/4		1/4	1	796							
70	69		207	0.5	1	0	0	Chord	3/4	2	1	1/8		1/8	1	797							
70	69		415/2	0.5	1	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	798							
70	69		417/2	0.5	1	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	799	articStaccatissimoAbove						
70	69		209	0.5	1	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	800	articStaccatissimoAbove						
70	69		419/2	0.5	1	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	801	articStaccatissimoAbove						
71	69	204	210	1.0	2	0	0	Chord	3/4	1	1	1/4		1/4	1	802							
71	69	204	210	1.0	2	0	0	Chord	3/4	2	1	1/4		1/4	1	803							
